mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__kernel,param_vectorizer__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
26.534632444381714,0.2686553688661691,3.219551753997803,0.052027117088626645,1.0,poly,"(1, 2)","{'classifier__C': 1, 'classifier__kernel': 'poly', 'vectorizer__ngram_range': (1, 2)}",0.11118421052631579,0.1118421052631579,0.11447368421052631,0.1118421052631579,0.11447368421052631,0.11276315789473686,0.0014171486334564462,28
32.123793315887454,0.6052007136427893,3.6571290493011475,0.10157142325289673,1.0,poly,"(1, 3)","{'classifier__C': 1, 'classifier__kernel': 'poly', 'vectorizer__ngram_range': (1, 3)}",0.10657894736842105,0.10789473684210527,0.10921052631578948,0.10723684210526316,0.10986842105263157,0.10815789473684212,0.0012202129599336452,30
16.25342116355896,0.1573345311265477,2.1706737995147707,0.04225862389690077,5.0,linear,"(1, 1)","{'classifier__C': 5, 'classifier__kernel': 'linear', 'vectorizer__ngram_range': (1, 1)}",0.7052631578947368,0.7052631578947368,0.6875,0.6967105263157894,0.6868421052631579,0.6963157894736842,0.008096115822586908,7
25.484085655212404,0.40056609952556854,3.0917267322540285,0.08832430448384562,5.0,linear,"(1, 2)","{'classifier__C': 5, 'classifier__kernel': 'linear', 'vectorizer__ngram_range': (1, 2)}",0.7085526315789473,0.719078947368421,0.6967105263157894,0.7085526315789473,0.7026315789473684,0.7071052631578947,0.00742459788403468,2
31.817738676071166,0.6321719165525805,3.5521860122680664,0.07034419487911964,5.0,linear,"(1, 3)","{'classifier__C': 5, 'classifier__kernel': 'linear', 'vectorizer__ngram_range': (1, 3)}",0.7052631578947368,0.7065789473684211,0.694078947368421,0.7065789473684211,0.7013157894736842,0.7027631578947368,0.004751439496123121,3
19.190782260894775,0.12646206498538035,2.479444217681885,0.03381255613140333,5.0,rbf,"(1, 1)","{'classifier__C': 5, 'classifier__kernel': 'rbf', 'vectorizer__ngram_range': (1, 1)}",0.7019736842105263,0.6960526315789474,0.6835526315789474,0.6921052631578948,0.6888157894736842,0.6925,0.006263489597585202,10
27.62511749267578,0.2591049741773812,3.4560078620910644,0.1067154325618162,5.0,rbf,"(1, 2)","{'classifier__C': 5, 'classifier__kernel': 'rbf', 'vectorizer__ngram_range': (1, 2)}",0.6572368421052631,0.6605263157894737,0.6440789473684211,0.6598684210526315,0.6506578947368421,0.6544736842105263,0.006260724870194897,13
33.37860503196716,0.593912908217129,3.892259931564331,0.09186952078705518,5.0,rbf,"(1, 3)","{'classifier__C': 5, 'classifier__kernel': 'rbf', 'vectorizer__ngram_range': (1, 3)}",0.6309210526315789,0.6348684210526315,0.6243421052631579,0.6289473684210526,0.6282894736842105,0.6294736842105263,0.003441236008058404,15
19.118412923812866,0.16001680924406353,2.348651313781738,0.03180111881600114,5.0,poly,"(1, 1)","{'classifier__C': 5, 'classifier__kernel': 'poly', 'vectorizer__ngram_range': (1, 1)}",0.2848684210526316,0.30394736842105263,0.2986842105263158,0.2875,0.29078947368421054,0.2931578947368421,0.0071174359664729,20
26.627843284606932,0.2279426266592539,3.20834698677063,0.04559456549052281,5.0,poly,"(1, 2)","{'classifier__C': 5, 'classifier__kernel': 'poly', 'vectorizer__ngram_range': (1, 2)}",0.13289473684210526,0.12960526315789472,0.12960526315789472,0.12368421052631579,0.13157894736842105,0.1294736842105263,0.0031524075133449836,24
32.4696102142334,0.2320306371311502,3.566478061676025,0.07624975283364101,5.0,poly,"(1, 3)","{'classifier__C': 5, 'classifier__kernel': 'poly', 'vectorizer__ngram_range': (1, 3)}",0.11578947368421053,0.11315789473684211,0.11513157894736842,0.11381578947368422,0.11644736842105263,0.11486842105263158,0.0012202129599336426,26
16.170557832717897,0.24764232061114966,2.1071588039398192,0.02481329546585743,10.0,linear,"(1, 1)","{'classifier__C': 10, 'classifier__kernel': 'linear', 'vectorizer__ngram_range': (1, 1)}",0.7052631578947368,0.7046052631578947,0.6875,0.6953947368421053,0.6868421052631579,0.695921052631579,0.007953726978793362,8
25.551994228363036,0.15038996023004725,3.0733614921569825,0.06990124730367121,10.0,linear,"(1, 2)","{'classifier__C': 10, 'classifier__kernel': 'linear', 'vectorizer__ngram_range': (1, 2)}",0.7085526315789473,0.719078947368421,0.6967105263157894,0.7085526315789473,0.7032894736842106,0.7072368421052632,0.00734960002303628,1
31.624657821655273,0.10822463130292913,3.5814334869384767,0.1119017302166135,10.0,linear,"(1, 3)","{'classifier__C': 10, 'classifier__kernel': 'linear', 'vectorizer__ngram_range': (1, 3)}",0.7052631578947368,0.7065789473684211,0.694078947368421,0.7065789473684211,0.7013157894736842,0.7027631578947368,0.004751439496123121,3
19.31274781227112,0.15256396399129155,2.5104583740234374,0.03808963134279166,10.0,rbf,"(1, 1)","{'classifier__C': 10, 'classifier__kernel': 'rbf', 'vectorizer__ngram_range': (1, 1)}",0.7019736842105263,0.6960526315789474,0.6835526315789474,0.6921052631578948,0.6888157894736842,0.6925,0.006263489597585202,10
28.055319452285765,0.384077710618405,3.617042064666748,0.19657074227172933,10.0,rbf,"(1, 2)","{'classifier__C': 10, 'classifier__kernel': 'rbf', 'vectorizer__ngram_range': (1, 2)}",0.6572368421052631,0.6605263157894737,0.6440789473684211,0.6598684210526315,0.6506578947368421,0.6544736842105263,0.006260724870194897,13
33.819813871383666,0.3953551408031192,4.012016296386719,0.14929650130391434,10.0,rbf,"(1, 3)","{'classifier__C': 10, 'classifier__kernel': 'rbf', 'vectorizer__ngram_range': (1, 3)}",0.6309210526315789,0.6348684210526315,0.6243421052631579,0.6289473684210526,0.6282894736842105,0.6294736842105263,0.003441236008058404,15
19.179252195358277,0.23908800210126888,2.4172279834747314,0.06509590884653382,10.0,poly,"(1, 1)","{'classifier__C': 10, 'classifier__kernel': 'poly', 'vectorizer__ngram_range': (1, 1)}",0.2848684210526316,0.30394736842105263,0.2986842105263158,0.2875,0.29078947368421054,0.2931578947368421,0.0071174359664729,20
26.724843168258666,0.354184139404626,2.955907773971558,0.37835085979697286,10.0,poly,"(1, 2)","{'classifier__C': 10, 'classifier__kernel': 'poly', 'vectorizer__ngram_range': (1, 2)}",0.13289473684210526,0.12960526315789472,0.12960526315789472,0.12368421052631579,0.13157894736842105,0.1294736842105263,0.0031524075133449836,24
27.79263014793396,2.900809728964874,2.3299292087554933,0.43429573255242954,10.0,poly,"(1, 3)","{'classifier__C': 10, 'classifier__kernel': 'poly', 'vectorizer__ngram_range': (1, 3)}",0.11578947368421053,0.11315789473684211,0.11513157894736842,0.11381578947368422,0.11644736842105263,0.11486842105263158,0.0012202129599336426,26
