mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__boosting_type,param_classifier__learning_rate,param_classifier__num_leaves,param_vectorizer__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
244.00976762771606,12.623401498369546,1.5866182327270508,0.14407799314598582,dart,0.001,50,"(1, 3)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.001, 'classifier__num_leaves': 50, 'vectorizer__ngram_range': (1, 3)}",0.634375,0.634375,0.621875,0.678125,0.646875,0.6431250000000001,0.019202864369671516,89
70.78541970252991,22.022711654202347,0.3930563449859619,0.04109571730106492,dart,0.01,10,"(1, 1)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 10, 'vectorizer__ngram_range': (1, 1)}",0.6625,0.678125,0.675,0.69375,0.7125,0.684375,0.017230060940112785,60
89.23429651260376,20.42081249800725,0.892141580581665,0.07141689776854027,dart,0.01,10,"(1, 2)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 10, 'vectorizer__ngram_range': (1, 2)}",0.6875,0.68125,0.671875,0.703125,0.715625,0.6918749999999999,0.01563749500399599,58
103.8514310836792,11.636455398377036,1.5885068416595458,0.14716978868148933,dart,0.01,10,"(1, 3)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 10, 'vectorizer__ngram_range': (1, 3)}",0.684375,0.684375,0.671875,0.703125,0.715625,0.6918749999999999,0.015512092057488566,58
87.94294085502625,16.158630217809094,0.4122866153717041,0.028051834944464744,dart,0.01,20,"(1, 1)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 20, 'vectorizer__ngram_range': (1, 1)}",0.7125,0.696875,0.66875,0.715625,0.740625,0.706875,0.023667620285951863,48
138.35052285194396,10.539961240922967,0.9472217082977294,0.04888835956281144,dart,0.01,20,"(1, 2)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 20, 'vectorizer__ngram_range': (1, 2)}",0.69375,0.728125,0.665625,0.7375,0.71875,0.70875,0.026025828517071276,46
186.41592998504638,36.08178507925584,1.5167762756347656,0.12602564760732557,dart,0.01,20,"(1, 3)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 20, 'vectorizer__ngram_range': (1, 3)}",0.696875,0.70625,0.671875,0.725,0.715625,0.703125,0.01822172467139155,51
153.06141023635865,16.30611132861261,0.45055198669433594,0.055516603310973155,dart,0.01,31,"(1, 1)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 31, 'vectorizer__ngram_range': (1, 1)}",0.7,0.721875,0.665625,0.721875,0.734375,0.70875,0.02423839928708165,46
237.08164896965027,42.878235529101836,1.0356065273284911,0.052992846989210245,dart,0.01,31,"(1, 2)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 31, 'vectorizer__ngram_range': (1, 2)}",0.678125,0.7,0.671875,0.725,0.725,0.7,0.022447856245084958,52
226.87230319976806,21.84652730147912,1.5868398189544677,0.13793739779718897,dart,0.01,31,"(1, 3)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 31, 'vectorizer__ngram_range': (1, 3)}",0.69375,0.7,0.675,0.728125,0.728125,0.7049999999999998,0.0205965713166051,49
159.25639386177062,31.00803245478046,0.4441197395324707,0.030950511596228542,dart,0.01,40,"(1, 1)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 40, 'vectorizer__ngram_range': (1, 1)}",0.69375,0.70625,0.671875,0.721875,0.725,0.7037500000000001,0.019505608167909052,50
224.68077068328859,40.00390138099802,1.0067337989807128,0.10500921352995997,dart,0.01,40,"(1, 2)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 40, 'vectorizer__ngram_range': (1, 2)}",0.684375,0.7,0.66875,0.70625,0.721875,0.6962499999999998,0.018264548995253108,55
243.89890451431273,25.992887532691594,1.7035040855407715,0.106086747699591,dart,0.01,40,"(1, 3)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 40, 'vectorizer__ngram_range': (1, 3)}",0.678125,0.69375,0.671875,0.7125,0.7125,0.69375,0.016886570107632885,57
167.0468871116638,16.606597753764106,0.4090917110443115,0.03837300510308194,dart,0.01,50,"(1, 1)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 50, 'vectorizer__ngram_range': (1, 1)}",0.69375,0.7,0.66875,0.703125,0.7125,0.6956249999999999,0.014737282653189515,56
229.69067173004152,33.22849715271318,1.138707971572876,0.061057490680919056,dart,0.01,50,"(1, 2)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 50, 'vectorizer__ngram_range': (1, 2)}",0.684375,0.7,0.675,0.7125,0.721875,0.6987500000000001,0.01729794062887257,53
286.4726347923279,22.288613611638162,1.6534551620483398,0.2279988176176862,dart,0.01,50,"(1, 3)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.01, 'classifier__num_leaves': 50, 'vectorizer__ngram_range': (1, 3)}",0.675,0.703125,0.678125,0.71875,0.709375,0.696875,0.0173430461568895,54
63.77618088722229,16.644263278656855,0.3769223213195801,0.049400581717630204,dart,0.1,10,"(1, 1)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.1, 'classifier__num_leaves': 10, 'vectorizer__ngram_range': (1, 1)}",0.8,0.821875,0.8,0.80625,0.825,0.8106249999999999,0.010752906583803257,18
81.71775822639465,7.59445017904701,0.8061306953430176,0.17450542374410732,dart,0.1,10,"(1, 2)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.1, 'classifier__num_leaves': 10, 'vectorizer__ngram_range': (1, 2)}",0.790625,0.815625,0.825,0.8125,0.821875,0.8131250000000001,0.012086924753633562,14
121.13544025421143,11.665234384136374,1.5611667156219482,0.05757595008917146,dart,0.1,10,"(1, 3)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.1, 'classifier__num_leaves': 10, 'vectorizer__ngram_range': (1, 3)}",0.759375,0.821875,0.815625,0.784375,0.83125,0.8025,0.026692695630078284,23
77.64765744209289,12.64705477118446,0.3842802047729492,0.02121121076094522,dart,0.1,20,"(1, 1)","{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.1, 'classifier__num_leaves': 20, 'vectorizer__ngram_range': (1, 1)}",0.784375,0.834375,0.815625,0.8,0.834375,0.81375,0.019525624189766607,12
