mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6975915908813477,0.12007032106071425,0.10641074180603027,0.014253843408704345,0.1,{'alpha': 0.1},0.8115740740740741,0.8199074074074074,0.825925925925926,0.8203703703703704,0.8037037037037037,0.8162962962962963,0.007787692093820113,3
0.8970675468444824,0.15741663401841777,0.11463785171508789,0.015830770047171296,0.2,{'alpha': 0.2},0.8097222222222222,0.8222222222222222,0.8291666666666667,0.8226851851851852,0.8013888888888889,0.8170370370370371,0.010042775454041662,1
0.9628183841705322,0.10760099508477329,0.14481301307678224,0.03707720818673331,0.5,{'alpha': 0.5},0.8069444444444445,0.8245370370370371,0.8296296296296296,0.8180555555555555,0.8041666666666667,0.8166666666666668,0.009825291403616512,2
0.9801500320434571,0.1614764287192414,0.13849716186523436,0.03662015039450828,0.75,{'alpha': 0.75},0.8050925925925926,0.8208333333333333,0.8236111111111111,0.8152777777777778,0.8050925925925926,0.8139814814814814,0.0077379934873245005,4
1.0241898536682128,0.21265611779827337,0.15206584930419922,0.06066987174045035,1.0,{'alpha': 1},0.8037037037037037,0.8152777777777778,0.8203703703703704,0.8101851851851852,0.8018518518518518,0.8102777777777778,0.006943827133056568,5
1.0870308876037598,0.23868821599525786,0.13735928535461425,0.04743271121253615,1.5,{'alpha': 1.5},0.8055555555555556,0.8101851851851852,0.8143518518518519,0.8064814814814815,0.8004629629629629,0.8074074074074075,0.004657324570355316,6
1.1152238845825195,0.2806438712638431,0.1400278091430664,0.03994426687819008,2.0,{'alpha': 2},0.8023148148148148,0.8069444444444445,0.8134259259259259,0.8013888888888889,0.7981481481481482,0.8044444444444444,0.005299662230094123,7
0.8472239971160889,0.12585298618715926,0.05542092323303223,0.020470979226321045,5.0,{'alpha': 5},0.7861111111111111,0.7870370370370371,0.8069444444444445,0.7861111111111111,0.7921296296296296,0.7916666666666666,0.007959732333458322,8
